Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Run Cadence,Max Run Cadence,Training Stress ScoreÂ®,Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2021-05-03 16:29:01,false,"Natal Running","5,11","461","00:29:16","0","0","170","179","5:44","5:24","11","13","1,03","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:37.00.8","6","0,0","00:29:08","00:29:34","40","51"
Running,2021-04-30 16:25:52,false,"Natal Running","10,03","909","01:00:28","0","0","168","176","6:02","5:42","68","66","0,99","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:12.81.9","11","0,0","01:00:19","01:00:37","36","56"
Running,2021-04-28 16:22:08,false,"Natal Running","6,37","564","00:40:24","0","0","160","177","6:20","5:31","22","22","0,98","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","04:14.53.9","7","0,0","00:40:06","00:41:10","40","51"
Running,2021-04-27 16:15:07,false,"Natal Running","6,11","526","00:40:10","0","0","148","181","6:34","4:39","14","13","1,01","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:13.81.1","15","0,0","00:39:53","00:40:10","40","51"
Running,2021-04-26 16:39:51,false,"Natal Running","5,01","453","00:31:35","0","0","160","177","6:18","5:29","19","19","0,98","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:06.55.8","6","0,0","00:31:18","00:33:33","40","51"
Running,2021-04-23 16:20:33,false,"Natal Running","5,58","493","00:36:28","0","0","151","174","6:32","5:24","46","45","1,01","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:26.38.4","7","0,0","00:35:46","00:36:28","40","52"
Running,2021-04-21 16:35:19,false,"Natal Running","8,80","736","01:03:01","0","0","142","233","7:10","4:15","49","49","0,97","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:38.72.4","17","0,0","01:02:57","01:03:01","40","51"
Running,2021-04-20 16:25:31,false,"Natal Running","8,51","706","01:03:46","0","0","141","175","7:30","5:32","49","48","0,94","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","05:52.47.1","9","0,0","01:03:43","01:03:46","40","52"
Running,2021-04-19 16:13:04,false,"Natal Running","8,54","694","01:00:59","0","0","141","181","7:09","5:16","42","41","0,99","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:02.44.1","21","0,0","01:00:55","01:00:59","40","51"
Running,2021-04-01 07:55:45,false,"Natal Running","7,00","603","00:48:23","0","0","147","175","6:54","5:35","51","51","0,98","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:02.42.6","8","0,0","00:48:21","00:52:36","37","50"
Running,2021-03-30 07:53:46,false,"Natal Running","5,90","465","00:43:54","0","0","132","175","7:26","4:45","26","30","1,01","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:51.72.4","15","0,0","00:43:40","00:43:54","40","52"
Running,2021-03-28 09:11:19,false,"Natal Running","5,66","429","00:50:30","0","0","106","241","8:55","4:40","31","34","1,11","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:03.70.3","9","0,0","00:41:23","00:50:30","36","51"
Running,2021-03-02 16:44:15,false,"Natal Running","8,59","689","00:50:38","170","181","169","177","5:54","5:10","30","26","1,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:06.56","10","0,0","00:50:26","00:52:22","40","52"
Running,2021-02-28 16:59:31,false,"Natal Running","7,10","579","00:41:54","172","181","170","175","5:54","5:31","48","51","1,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:37.77.7","8","0,0","00:41:53","00:41:55","40","52"
Running,2021-02-25 16:42:24,false,"Natal Running","5,06","413","00:30:13","169","179","166","175","5:58","5:28","35","30","1,01","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:27.88.6","6","0,0","00:29:57","00:32:46","40","52"
Running,2021-02-23 16:45:23,false,"Natal Running","4,10","282","00:21:17","169","187","170","186","5:11","4:22","7","10","1,13","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.80","14","0,0","00:20:37","00:31:26","40","51"
Running,2021-02-22 16:43:55,false,"Natal Running","5,03","405","00:29:27","170","183","168","177","5:51","5:17","18","16","1,01","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:12.96.3","6","0,0","00:29:17","00:31:24","40","52"
Running,2021-02-11 16:23:20,false,"Natal Running","8,08","678","00:47:14","175","184","167","177","5:51","5:15","35","36","1,02","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:29.38.6","9","0,0","00:46:44","00:52:27","39","51"
Running,2021-02-08 16:56:21,false,"Natal Running","6,02","463","00:33:46","168","181","170","177","5:37","5:07","40","37","1,05","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:05.54.8","7","0,0","00:33:35","00:34:26","40","52"
Running,2021-02-04 16:27:22,false,"Natal Running","8,01","664","00:47:26","172","184","170","177","5:55","5:20","40","43","0,99","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:30.76.6","9","0,0","00:47:05","00:53:24","40","52"
Cardio,2021-01-29 16:14:21,false,"Cardio","0,00","234","00:25:04","132","155","0","0","--","--","--","--","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:33.81.2","13","0,0","00:00:00","00:25:30","44","44"
Running,2021-01-28 16:41:28,false,"Natal Running","9,93","839","01:00:01","170","184","171","181","6:03","5:33","52","56","0,97","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.44","11","0,0","00:59:25","01:02:23","36","56"
Cardio,2021-01-26 17:03:04,false,"Cardio","0,00","144","00:17:58","122","146","0","0","--","--","--","--","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:25.03","9","0,0","00:00:00","00:18:14","46","46"
Running,2021-01-25 16:45:57,false,"Natal Running","10,32","846","01:00:01","172","187","171","181","5:49","5:12","163","178","1,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.81.5","13","0,0","00:59:36","01:06:54","38","65"
Running,2021-01-21 16:36:08,false,"Natal Running","6,55","534","00:40:01","165","176","173","187","6:06","5:31","21","24","0,95","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.94.3","8","0,0","00:39:47","00:40:55","40","51"
Running,2021-01-20 16:39:17,false,"Natal Running","8,91","735","00:56:05","166","184","157","186","6:18","5:03","46","48","1,01","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:05.19.1","17","0,0","00:55:52","00:57:59","37","52"
Cardio,2021-01-19 15:57:10,false,"Cardio","0,00","272","00:35:39","120","160","0","0","--","--","--","--","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:02.20.6","2","0,0","00:00:00","00:35:39","51","51"
Running,2021-01-18 16:46:06,false,"Natal Running","9,52","788","00:55:01","173","184","172","189","5:47","5:03","42","40","1,01","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.69.8","11","0,0","00:54:32","01:00:30","40","52"
Running,2021-01-15 16:47:53,false,"Natal Running","7,47","644","00:46:33","0","0","157","183","6:14","5:05","44","44","1,01","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:30.69.8","13","0,0","00:46:15","00:48:49","39","52"
Running,2021-01-14 17:04:58,false,"Natal Running","8,02","722","00:47:05","0","0","168","181","5:52","5:11","50","51","1,02","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:12.42.5","9","0,0","00:46:01","00:48:32","37","52"
Running,2021-01-12 16:42:02,false,"Natal Running","5,01","449","00:28:49","0","0","170","185","5:45","5:12","26","28","1,03","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:04.23.1","6","0,0","00:28:31","00:28:49","40","52"
Running,2021-01-11 16:36:13,false,"Natal Running","8,01","660","00:55:23","0","0","142","177","6:55","4:59","35","38","1,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:05.96.2","15","0,0","00:55:13","00:55:23","40","52"
Running,2021-01-08 05:32:52,false,"Macau Running","1,81","94","00:06:42,5","0","0","3","105","3:43","1:14","4","6","86,10","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:01.85.2","2","0,0","00:04:37","00:14:04","--","7"
Running,2020-12-26 09:26:03,false,"Macau Running","5,02","450","00:29:54","0","0","167","179","5:58","0:36","7","4","1,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:07.98.6","6","0,0","00:29:27","00:34:21","1","6"
Running,2020-12-13 16:33:53,false,"Natal Running","11,79","1.026","01:15:02","0","0","154","183","6:22","4:55","39","36","1,02","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.61.6","21","0,0","01:12:57","01:15:02","40","51"
Running,2020-12-10 16:37:00,false,"Natal Running","9,71","843","01:01:22","0","0","155","183","6:19","4:59","38","38","1,02","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.14.9","23","0,0","01:00:36","01:01:22","40","52"
Running,2020-12-08 16:21:16,false,"Natal Running","8,72","780","00:50:02","0","0","172","183","5:44","5:13","31","31","1,01","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.54.1","19","0,0","00:49:52","00:50:02","40","51"
Running,2020-12-06 16:53:06,false,"Natal Running","10,40","937","01:00:03","0","0","172","183","5:47","5:16","43","44","1,01","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:02.47.6","13","0,0","01:00:01","01:00:03","40","52"
Running,2020-12-03 16:25:16,false,"Natal Running","6,55","579","00:39:42","0","0","159","179","6:03","5:09","19","29","1,03","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:00.00","14","0,0","00:39:12","00:39:42","40","59"
Running,2020-12-01 16:42:55,false,"Natal Running","9,07","813","00:55:01","0","0","163","238","6:04","5:12","34","34","1,01","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.64.7","23","0,0","00:54:59","00:55:01","40","51"
Running,2020-11-29 16:23:52,false,"Natal Running","4,62","413","00:28:39","0","0","165","181","6:12","5:25","9","10","0,97","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:01.02.7","7","0,0","00:28:31","00:28:39","39","50"
Running,2020-11-26 16:37:16,false,"Natal Running","8,02","720","00:52:04","0","0","157","177","6:29","5:27","31","28","0,98","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:05.46.7","13","0,0","00:50:49","00:52:04","37","53"
Running,2020-11-24 16:37:28,false,"Natal Running","7,44","645","00:45:18","0","0","156","188","6:06","4:47","33","29","1,04","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:08.41.3","17","0,0","00:44:58","00:45:18","40","51"
Running,2020-11-22 16:26:22,false,"Natal Running","6,36","554","00:42:02","0","0","152","179","6:36","5:19","20","23","0,99","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:21.59.9","12","0,0","00:41:18","00:42:02","39","51"
Running,2020-11-19 16:44:44,false,"Natal Running","5,08","438","00:34:13","0","0","154","183","6:44","5:05","27","25","0,97","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:40.25.5","7","0,0","00:33:51","00:34:13","40","51"
Running,2020-11-06 16:13:49,false,"Macau Running","7,36","638","00:43:43","173","185","169","181","5:56","5:19","13","17","1,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:43.41.9","9","0,0","00:43:11","00:43:43","--","7"
Running,2020-11-04 16:07:07,false,"Macau Running","8,58","738","00:51:47","171","187","164","243","6:02","5:11","15","19","1,01","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.85.6","17","0,0","00:51:34","00:51:47","--","6"
Running,2020-11-02 16:25:27,false,"Natal Running","9,14","817","00:58:30","169","187","159","188","6:24","5:02","44","46","0,98","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:54.54.1","23","0,0","00:57:48","00:58:30","40","58"
Running,2020-10-26 18:06:40,false,"Natal Running","9,01","699","00:55:01","159","175","159","225","6:07","4:13","46","42","1,03","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.23.3","28","0,0","00:54:39","00:55:01","40","52"
Running,2020-10-22 16:28:12,false,"Natal Running","9,76","801","01:02:11","163","181","157","190","6:22","4:46","33","33","1,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.06.5","25","0,0","01:02:07","01:02:11","40","51"
Running,2020-10-19 17:43:02,false,"Natal Running","9,37","750","00:57:02","163","175","167","186","6:05","5:11","23","22","0,98","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.62.3","26","0,0","00:56:48","00:57:02","40","51"
Running,2020-10-17 16:32:11,false,"Natal Running","11,94","932","01:15:01","161","173","161","238","6:17","5:04","34","34","0,98","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.90.7","21","0,0","01:14:41","01:15:01","38","51"
Running,2020-10-15 17:04:32,false,"Natal Running","9,77","777","01:03:20","161","178","154","222","6:29","4:42","46","46","0,99","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.42.4","22","0,0","01:03:13","01:03:20","40","53"
Running,2020-10-13 16:28:21,false,"Natal Running","8,21","654","00:50:01","164","176","165","183","6:06","5:09","28","28","0,99","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.98","18","0,0","00:49:09","00:50:01","40","51"
Running,2020-10-11 16:20:51,false,"Natal Running","10,02","806","01:02:57","161","172","172","194","6:17","5:42","61","61","0,92","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:08.88.8","11","0,0","01:02:17","01:02:57","33","52"
Running,2020-10-09 17:16:03,false,"Natal Running","10,09","827","01:00:01","169","180","173","183","5:57","5:28","45","45","0,97","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.76","13","0,0","00:59:38","01:00:01","38","51"
Running,2020-10-07 16:10:47,false,"Natal Running","8,52","737","00:51:47","172","186","164","242","6:05","5:08","40","40","1,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.97","17","0,0","00:51:29","00:51:47","40","51"
Cardio,2020-10-06 16:43:18,false,"Cardio","0,00","282","00:34:06","123","158","0","0","--","--","--","--","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","34:05.72.3","1","0,0","00:00:00","00:34:06","35","88"
Running,2020-10-05 16:12:08,false,"Natal Running","9,22","739","00:55:01","166","182","169","214","5:58","5:07","37","37","0,99","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.40","23","0,0","00:54:52","00:55:01","40","51"
Running,2020-10-02 07:00:14,false,"Natal Running","6,22","513","00:38:55","164","182","161","187","6:16","4:45","19","20","0,99","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:00.00","14","0,0","00:37:29","00:38:55","40","51"
Cardio,2020-10-01 16:29:42,false,"Cardio","0,00","257","00:28:35","129","154","0","0","--","--","--","--","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:16.14.9","31","0,0","00:00:00","00:28:35","25","58"
Running,2020-09-30 06:51:00,false,"Natal Running","6,94","585","00:43:49","166","191","156","231","6:19","5:14","25","22","1,02","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:00.00","19","0,0","00:43:19","00:43:49","40","59"
Cardio,2020-09-29 16:24:22,false,"Cardio","0,00","353","00:32:01","141","170","0","0","--","--","--","--","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","32:01.17.5","1","0,0","00:00:00","00:32:01","62","62"
Running,2020-09-28 06:28:11,false,"Natal Running","6,98","580","00:43:03","168","181","162","183","6:10","4:59","33","30","1,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:00.63.8","15","0,0","00:42:53","00:43:03","40","58"
Cardio,2020-09-25 16:26:29,false,"Cardio","0,00","265","00:30:01","131","162","0","0","--","--","--","--","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","03:23.43.2","2","0,0","00:00:00","00:30:09","43","43"
Cardio,2020-09-23 17:36:14,false,"Cardio","0,00","304","00:30:46","137","172","0","0","--","--","--","--","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","30:45.94.3","1","0,0","00:00:00","00:30:46","54","54"
Running,2020-09-23 16:57:53,false,"Natal Running","2,42","199","00:14:45","165","179","165","186","6:06","5:19","14","14","1,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:30.22","3","0,0","00:14:37","00:14:45","40","51"
Incident Detected,2020-09-23 16:57:35,false,"Natal Incident Detected","0,00","--","00:00:00,6","165","165","0","0","7,0","4,3","--","--","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.62.1","1","0,0","00:00:00","00:00:00,6","49","49"
Incident Detected,2020-09-23 16:56:57,false,"Natal Incident Detected","0,07","4","00:00:24,3","165","166","0","0","10,1","10,1","--","--","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:24.26.7","1","0,0","00:00:17","00:00:24,3","49","50"
Running,2020-09-23 16:30:31,false,"Natal Running","4,32","356","00:26:24","165","175","173","187","6:07","5:35","20","15","0,95","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:55.64.9","5","0,0","00:26:09","00:26:24","40","59"
Running,2020-09-22 17:10:35,false,"Natal Running","3,05","231","00:30:13","125","153","117","179","9:55","6:37","13","14","0,88","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:42.75.5","11","0,0","00:30:13","00:30:13","40","51"
Running,2020-09-16 16:23:37,false,"Natal Running","8,97","756","00:55:01","167","185","163","250","6:08","5:13","46","46","1,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.60.9","28","0,0","00:55:00","00:55:01","37","53"
Running,2020-09-12 16:22:07,false,"Natal Running","10,02","782","00:58:29","165","177","175","188","5:50","5:09","45","46","0,98","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:05.91.2","11","0,0","00:58:01","00:58:29","37","54"
Running,2020-09-10 16:49:11,false,"Natal Running","12,01","986","01:25:50","156","176","146","186","7:09","5:11","55","53","0,95","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.77.7","27","0,0","01:25:25","01:25:50","38","51"
Cardio,2020-09-08 16:30:23,false,"Cardio","0,00","323","00:46:16","118","149","0","0","--","--","--","--","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","46:16.36.4","1","0,0","00:00:00","00:46:16","--","--"
Running,2020-09-07 16:05:48,false,"Natal Running","9,25","727","00:57:01","161","177","168","194","6:10","0:34","38","38","0,97","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.18.2","25","0,0","00:56:45","00:57:01","39","59"
Running,2020-09-04 16:19:49,false,"Natal Running","11,74","923","01:15:01","162","175","162","228","6:23","5:05","58","64","0,97","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.55.9","21","0,0","01:14:43","01:15:01","37","59"
Running,2020-09-02 16:07:20,false,"Natal Running","10,06","800","01:03:46","165","180","161","188","6:21","5:13","46","45","0,98","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.61.5","22","0,0","01:03:15","01:03:46","37","54"
Running,2020-08-31 16:46:15,false,"Natal Running","8,23","670","00:50:01","169","178","175","190","6:04","5:30","37","33","0,94","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.84.5","16","0,0","00:49:53","00:50:01","40","59"
Running,2020-08-28 16:33:08,false,"Natal Running","10,07","921","01:00:04","0","0","175","186","5:58","5:17","48","49","0,96","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:03.88.1","13","0,0","01:00:02","01:00:04","40","59"
Running,2020-08-26 16:18:54,false,"Natal Running","8,59","680","00:52:06","167","181","169","188","6:04","5:03","29","30","0,97","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:03.18.1","17","0,0","00:51:42","00:52:06","40","52"
